participant_id;snippet;frames;distance_y
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10444;7
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;10928;0
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11296;8
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;11560;0
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12474;17
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;12838;-20
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14027;-18
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14678;-19
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;14951;-30
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16020;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;16426;-32
bo23;arrayAverageTD_B.png;26136;-17
bo23;arrayAverageTD_B.png;26136;-17
